source_input,pair_name,Explanation,Example,Counterexample,Array/List(1/-1),Tag/Adjacency(1/-1),Decoding Algorithm,Beam Width Level,Contrastive Penalty Level,Convergence,n_outputs,unique_output_count,mean_edge_count,sample_std_edge_count,mean_pairwise_jaccard,min_pairwise_jaccard,exact_match_pair_rate,union_edge_count
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,-1,-1,1,-1,beam,-1,0,1,5,1,12.0,0.0,1.0,1.0,1.0,12
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,-1,-1,1,-1,contrastive,0,-1,-1,5,1,11.0,0.0,1.0,1.0,1.0,11
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,-1,-1,1,-1,contrastive,0,-1,1,5,1,11.0,0.0,1.0,1.0,1.0,11
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,-1,-1,1,-1,greedy,0,0,-1,5,1,12.0,0.0,1.0,1.0,1.0,12
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,-1,-1,1,-1,greedy,0,0,1,5,1,12.0,0.0,1.0,1.0,1.0,12
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,-1,-1,1,1,beam,-1,0,-1,5,1,15.0,0.0,1.0,1.0,1.0,15
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,-1,-1,1,1,beam,-1,0,1,5,1,15.0,0.0,1.0,1.0,1.0,15
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,-1,-1,1,1,contrastive,0,-1,-1,5,1,14.0,0.0,1.0,1.0,1.0,14
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,-1,-1,1,1,contrastive,0,-1,1,5,1,14.0,0.0,1.0,1.0,1.0,14
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,-1,-1,1,1,greedy,0,0,-1,4,1,12.0,0.0,1.0,1.0,1.0,12
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,-1,-1,1,1,greedy,0,0,1,5,1,12.0,0.0,1.0,1.0,1.0,12
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,-1,1,-1,-1,beam,-1,0,-1,5,1,8.0,0.0,1.0,1.0,1.0,8
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,-1,1,-1,-1,beam,-1,0,1,5,1,8.0,0.0,1.0,1.0,1.0,8
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,-1,1,-1,-1,contrastive,0,-1,-1,5,1,12.0,0.0,1.0,1.0,1.0,12
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,-1,1,-1,-1,contrastive,0,-1,1,5,1,12.0,0.0,1.0,1.0,1.0,12
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,-1,1,-1,-1,greedy,0,0,-1,5,1,9.0,0.0,1.0,1.0,1.0,9
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,-1,1,-1,-1,greedy,0,0,1,4,1,13.0,0.0,1.0,1.0,1.0,13
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,-1,1,-1,1,beam,-1,0,-1,5,1,11.0,0.0,1.0,1.0,1.0,11
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,-1,1,-1,1,beam,-1,0,1,5,1,11.0,0.0,1.0,1.0,1.0,11
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,-1,1,-1,1,contrastive,0,-1,-1,5,1,9.0,0.0,1.0,1.0,1.0,9
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,-1,1,-1,1,contrastive,0,-1,1,5,1,9.0,0.0,1.0,1.0,1.0,9
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,-1,1,-1,1,greedy,0,0,-1,5,1,14.0,0.0,1.0,1.0,1.0,14
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,-1,1,-1,1,greedy,0,0,1,5,1,14.0,0.0,1.0,1.0,1.0,14
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,-1,1,1,-1,beam,-1,0,-1,5,1,8.0,0.0,1.0,1.0,1.0,8
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,-1,1,1,-1,beam,-1,0,1,5,1,8.0,0.0,1.0,1.0,1.0,8
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,-1,1,1,-1,contrastive,0,-1,-1,5,1,9.0,0.0,1.0,1.0,1.0,9
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,-1,1,1,-1,contrastive,0,-1,1,5,1,11.0,0.0,1.0,1.0,1.0,11
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,-1,1,1,-1,greedy,0,0,-1,5,1,12.0,0.0,1.0,1.0,1.0,12
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,-1,1,1,-1,greedy,0,0,1,5,1,12.0,0.0,1.0,1.0,1.0,12
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,-1,1,1,1,beam,-1,0,-1,5,1,14.0,0.0,1.0,1.0,1.0,14
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,-1,1,1,1,beam,-1,0,1,5,1,14.0,0.0,1.0,1.0,1.0,14
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,-1,1,1,1,contrastive,0,-1,-1,5,1,13.0,0.0,1.0,1.0,1.0,13
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,-1,1,1,1,contrastive,0,-1,1,5,1,13.0,0.0,1.0,1.0,1.0,13
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,-1,1,1,1,greedy,0,0,-1,5,1,11.0,0.0,1.0,1.0,1.0,11
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,-1,1,1,1,greedy,0,0,1,5,1,11.0,0.0,1.0,1.0,1.0,11
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,1,-1,-1,-1,beam,-1,0,-1,4,1,12.0,0.0,1.0,1.0,1.0,12
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,1,-1,-1,-1,beam,-1,0,1,5,1,12.0,0.0,1.0,1.0,1.0,12
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,1,-1,-1,-1,contrastive,0,-1,-1,5,1,11.0,0.0,1.0,1.0,1.0,11
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,1,-1,-1,-1,contrastive,0,-1,1,5,1,11.0,0.0,1.0,1.0,1.0,11
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,1,-1,-1,-1,greedy,0,0,-1,5,1,11.0,0.0,1.0,1.0,1.0,11
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,1,-1,-1,-1,greedy,0,0,1,5,1,7.0,0.0,1.0,1.0,1.0,7
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,1,-1,-1,1,beam,-1,0,-1,5,1,15.0,0.0,1.0,1.0,1.0,15
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,1,-1,-1,1,beam,-1,0,1,5,1,11.0,0.0,1.0,1.0,1.0,11
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,1,-1,-1,1,contrastive,0,-1,-1,5,1,11.0,0.0,1.0,1.0,1.0,11
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,1,-1,-1,1,contrastive,0,-1,1,5,1,6.0,0.0,1.0,1.0,1.0,6
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,1,-1,-1,1,greedy,0,0,-1,5,1,10.0,0.0,1.0,1.0,1.0,10
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,1,-1,-1,1,greedy,0,0,1,5,1,6.0,0.0,1.0,1.0,1.0,6
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,1,-1,1,-1,beam,-1,0,-1,5,1,10.0,0.0,1.0,1.0,1.0,10
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,1,-1,1,-1,beam,-1,0,1,5,1,8.0,0.0,1.0,1.0,1.0,8
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,1,-1,1,-1,contrastive,0,-1,-1,5,1,6.0,0.0,1.0,1.0,1.0,6
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,1,-1,1,-1,contrastive,0,-1,1,5,1,10.0,0.0,1.0,1.0,1.0,10
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,1,-1,1,-1,greedy,0,0,-1,5,1,10.0,0.0,1.0,1.0,1.0,10
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,1,-1,1,-1,greedy,0,0,1,5,1,12.0,0.0,1.0,1.0,1.0,12
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,1,-1,1,1,beam,-1,0,-1,5,1,12.0,0.0,1.0,1.0,1.0,12
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,1,-1,1,1,beam,-1,0,1,5,1,12.0,0.0,1.0,1.0,1.0,12
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,1,-1,1,1,contrastive,0,-1,-1,5,1,14.0,0.0,1.0,1.0,1.0,14
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,1,-1,1,1,contrastive,0,-1,1,5,1,10.0,0.0,1.0,1.0,1.0,10
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,1,-1,1,1,greedy,0,0,-1,5,1,9.0,0.0,1.0,1.0,1.0,9
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,1,-1,1,1,greedy,0,0,1,5,1,10.0,0.0,1.0,1.0,1.0,10
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,1,1,-1,-1,beam,-1,0,-1,5,1,8.0,0.0,1.0,1.0,1.0,8
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,1,1,-1,-1,beam,-1,0,1,5,1,8.0,0.0,1.0,1.0,1.0,8
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,1,1,-1,-1,contrastive,0,-1,-1,5,1,9.0,0.0,1.0,1.0,1.0,9
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,1,1,-1,-1,contrastive,0,-1,1,5,1,10.0,0.0,1.0,1.0,1.0,10
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,1,1,-1,-1,greedy,0,0,-1,5,1,12.0,0.0,1.0,1.0,1.0,12
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,1,1,-1,-1,greedy,0,0,1,5,1,12.0,0.0,1.0,1.0,1.0,12
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,1,1,-1,1,beam,-1,0,-1,5,1,10.0,0.0,1.0,1.0,1.0,10
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,1,1,-1,1,beam,-1,0,1,5,1,12.0,0.0,1.0,1.0,1.0,12
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,1,1,-1,1,contrastive,0,-1,-1,5,1,8.0,0.0,1.0,1.0,1.0,8
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,1,1,-1,1,contrastive,0,-1,1,5,1,8.0,0.0,1.0,1.0,1.0,8
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,1,1,-1,1,greedy,0,0,-1,5,1,11.0,0.0,1.0,1.0,1.0,11
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,1,1,-1,1,greedy,0,0,1,5,1,11.0,0.0,1.0,1.0,1.0,11
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,1,1,1,-1,beam,-1,0,-1,5,1,10.0,0.0,1.0,1.0,1.0,10
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,1,1,1,-1,beam,-1,0,1,5,1,10.0,0.0,1.0,1.0,1.0,10
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,1,1,1,-1,contrastive,0,-1,-1,5,1,9.0,0.0,1.0,1.0,1.0,9
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,1,1,1,-1,contrastive,0,-1,1,5,1,9.0,0.0,1.0,1.0,1.0,9
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,1,1,1,-1,greedy,0,0,-1,5,1,11.0,0.0,1.0,1.0,1.0,11
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,1,1,1,-1,greedy,0,0,1,5,1,11.0,0.0,1.0,1.0,1.0,11
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,1,1,1,1,beam,-1,0,-1,5,1,7.0,0.0,1.0,1.0,1.0,7
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,1,1,1,1,beam,-1,0,1,5,1,7.0,0.0,1.0,1.0,1.0,7
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,1,1,1,1,contrastive,0,-1,-1,5,1,7.0,0.0,1.0,1.0,1.0,7
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,1,1,1,1,contrastive,0,-1,1,5,1,7.0,0.0,1.0,1.0,1.0,7
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,1,1,1,1,greedy,0,0,-1,5,1,7.0,0.0,1.0,1.0,1.0,7
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg1_sg2,1,1,1,1,1,greedy,0,0,1,5,1,7.0,0.0,1.0,1.0,1.0,7
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg2_sg3,-1,-1,-1,-1,-1,beam,-1,0,-1,5,1,18.0,0.0,1.0,1.0,1.0,18
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg2_sg3,-1,-1,-1,-1,-1,beam,-1,0,1,5,1,9.0,0.0,1.0,1.0,1.0,9
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg2_sg3,-1,-1,-1,-1,-1,contrastive,0,-1,-1,5,1,13.0,0.0,1.0,1.0,1.0,13
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg2_sg3,-1,-1,-1,-1,-1,contrastive,0,-1,1,5,1,10.0,0.0,1.0,1.0,1.0,10
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg2_sg3,-1,-1,-1,-1,-1,greedy,0,0,-1,5,1,12.0,0.0,1.0,1.0,1.0,12
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg2_sg3,-1,-1,-1,-1,-1,greedy,0,0,1,5,1,12.0,0.0,1.0,1.0,1.0,12
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg2_sg3,-1,-1,-1,-1,1,beam,-1,0,-1,5,1,14.0,0.0,1.0,1.0,1.0,14
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg2_sg3,-1,-1,-1,-1,1,beam,-1,0,1,5,1,14.0,0.0,1.0,1.0,1.0,14
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg2_sg3,-1,-1,-1,-1,1,contrastive,0,-1,-1,5,1,13.0,0.0,1.0,1.0,1.0,13
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg2_sg3,-1,-1,-1,-1,1,contrastive,0,-1,1,5,1,13.0,0.0,1.0,1.0,1.0,13
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg2_sg3,-1,-1,-1,-1,1,greedy,0,0,-1,5,1,13.0,0.0,1.0,1.0,1.0,13
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg2_sg3,-1,-1,-1,-1,1,greedy,0,0,1,5,1,12.0,0.0,1.0,1.0,1.0,12
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg2_sg3,-1,-1,-1,1,-1,beam,-1,0,-1,5,1,16.0,0.0,1.0,1.0,1.0,16
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg2_sg3,-1,-1,-1,1,-1,beam,-1,0,1,5,1,13.0,0.0,1.0,1.0,1.0,13
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg2_sg3,-1,-1,-1,1,-1,contrastive,0,-1,-1,5,1,12.0,0.0,1.0,1.0,1.0,12
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg2_sg3,-1,-1,-1,1,-1,contrastive,0,-1,1,5,1,12.0,0.0,1.0,1.0,1.0,12
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg2_sg3,-1,-1,-1,1,-1,greedy,0,0,-1,5,1,9.0,0.0,1.0,1.0,1.0,9
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg2_sg3,-1,-1,-1,1,-1,greedy,0,0,1,5,1,9.0,0.0,1.0,1.0,1.0,9
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg2_sg3,-1,-1,-1,1,1,beam,-1,0,-1,5,1,10.0,0.0,1.0,1.0,1.0,10
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg2_sg3,-1,-1,-1,1,1,beam,-1,0,1,5,1,10.0,0.0,1.0,1.0,1.0,10
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg2_sg3,-1,-1,-1,1,1,contrastive,0,-1,-1,5,1,12.0,0.0,1.0,1.0,1.0,12
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg2_sg3,-1,-1,-1,1,1,contrastive,0,-1,1,5,1,9.0,0.0,1.0,1.0,1.0,9
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg2_sg3,-1,-1,-1,1,1,greedy,0,0,-1,5,1,10.0,0.0,1.0,1.0,1.0,10
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg2_sg3,-1,-1,-1,1,1,greedy,0,0,1,5,1,10.0,0.0,1.0,1.0,1.0,10
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg2_sg3,-1,-1,1,-1,-1,beam,-1,0,-1,5,1,17.0,0.0,1.0,1.0,1.0,17
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg2_sg3,-1,-1,1,-1,-1,beam,-1,0,1,5,1,17.0,0.0,1.0,1.0,1.0,17
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg2_sg3,-1,-1,1,-1,-1,contrastive,0,-1,-1,5,1,14.0,0.0,1.0,1.0,1.0,14
/workspace/results/hf-paper-batch-algo2-mistral-current/aggregated/algo2/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,sg2_sg3,-1,-1,1,-1,-1,contrastive,0,-1,1,5,1,14.0,0.0,1.0,1.0,1.0,14
