algorithm,model,embedding_model,decoding_algorithm,condition_label,pair_name,condition_bits,replication,status,thinking_mode_supported,raw_row_path,result_edge_count,recall,avg_duration_seconds,avg_tokens_per_second,max_duration_seconds,max_tokens_per_second,response_trace_count,total_completion_tokens,total_prompt_tokens
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,subgraph_1_to_subgraph_3,11,1,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/greedy/subgraph_1_to_subgraph_3/0011/rep_01/raw_row.json,692,0.227273,2.161089817518248,32.728948846715326,3.672741,33.4557,137,9707,28676
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_6,subgraph_1_to_subgraph_3,11,1,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/subgraph_1_to_subgraph_3/0011/rep_01/raw_row.json,660,0.227273,2.7861437575757577,26.829226606060605,12.655748,29.94085,132,9715,27671
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,subgraph_1_to_subgraph_3,11,2,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/greedy/subgraph_1_to_subgraph_3/0011/rep_02/raw_row.json,692,0.227273,2.1419234598540147,33.01673743795621,3.629102,33.65111,137,9707,28676
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_6,subgraph_1_to_subgraph_3,11,2,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/subgraph_1_to_subgraph_3/0011/rep_02/raw_row.json,660,0.227273,2.785818810606061,26.825380272727273,12.498922,29.554202,132,9715,27671
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,subgraph_1_to_subgraph_3,11,3,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/greedy/subgraph_1_to_subgraph_3/0011/rep_03/raw_row.json,692,0.227273,2.1671949489051094,32.62423428467153,3.692249,33.280259,137,9707,28676
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_6,subgraph_1_to_subgraph_3,11,3,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/subgraph_1_to_subgraph_3/0011/rep_03/raw_row.json,660,0.227273,2.7540354318181817,27.13538996969697,12.461524,29.942343,132,9715,27671
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,subgraph_1_to_subgraph_3,11,4,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/greedy/subgraph_1_to_subgraph_3/0011/rep_04/raw_row.json,692,0.227273,2.170189620437956,32.58088220437956,3.659993,33.452821,137,9707,28676
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_6,subgraph_1_to_subgraph_3,11,4,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/subgraph_1_to_subgraph_3/0011/rep_04/raw_row.json,660,0.227273,2.774735878787878,26.93958756060606,12.512424,29.714529,132,9715,27671
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,subgraph_1_to_subgraph_3,100,0,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/greedy/subgraph_1_to_subgraph_3/0100/rep_00/raw_row.json,66,0.0,1.458158090909091,31.29780227272727,2.141315,32.31506,22,1004,7063
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,subgraph_1_to_subgraph_3,100,0,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/subgraph_1_to_subgraph_3/0100/rep_00/raw_row.json,66,0.0,1.5958193636363638,29.15190381818182,2.303465,30.216039,22,1025,7063
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_6,subgraph_1_to_subgraph_3,100,0,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/subgraph_1_to_subgraph_3/0100/rep_00/raw_row.json,66,0.0,1.96463,23.144824136363635,2.688094,26.040756,22,1009,7063
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,subgraph_1_to_subgraph_3,100,0,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/subgraph_1_to_subgraph_3/0100/rep_00/raw_row.json,66,0.0,3.4885419090909093,13.171175454545454,4.263132,16.392376,22,1017,7063
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,subgraph_1_to_subgraph_3,100,1,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/greedy/subgraph_1_to_subgraph_3/0100/rep_01/raw_row.json,66,0.0,1.450040090909091,31.465090636363637,2.116063,32.607725,22,1004,7063
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,subgraph_1_to_subgraph_3,100,1,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/subgraph_1_to_subgraph_3/0100/rep_01/raw_row.json,66,0.0,1.6075367727272727,28.94306509090909,2.295537,30.210369,22,1025,7063
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_6,subgraph_1_to_subgraph_3,100,1,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/subgraph_1_to_subgraph_3/0100/rep_01/raw_row.json,66,0.0,1.9619785909090908,23.176394,2.688723,26.050865,22,1009,7063
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,subgraph_1_to_subgraph_3,100,1,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/subgraph_1_to_subgraph_3/0100/rep_01/raw_row.json,66,0.0,3.9146171363636366,11.976773090909091,7.448731,15.829534,22,1017,7063
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,subgraph_1_to_subgraph_3,100,2,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/greedy/subgraph_1_to_subgraph_3/0100/rep_02/raw_row.json,66,0.0,1.4626282272727271,31.210438545454544,2.138804,32.422886,22,1004,7063
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,subgraph_1_to_subgraph_3,100,2,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/subgraph_1_to_subgraph_3/0100/rep_02/raw_row.json,66,0.0,1.6045987727272726,28.98974659090909,2.304464,30.177132,22,1025,7063
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_6,subgraph_1_to_subgraph_3,100,2,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/subgraph_1_to_subgraph_3/0100/rep_02/raw_row.json,66,0.0,1.9752735909090908,23.024745545454547,2.718986,25.834091,22,1009,7063
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,subgraph_1_to_subgraph_3,100,2,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/subgraph_1_to_subgraph_3/0100/rep_02/raw_row.json,66,0.0,3.340121454545454,13.720450590909092,4.120374,16.746054,22,1017,7063
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,subgraph_1_to_subgraph_3,100,3,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/greedy/subgraph_1_to_subgraph_3/0100/rep_03/raw_row.json,66,0.0,1.466728818181818,31.105704090909093,2.138278,32.268955,22,1004,7063
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,subgraph_1_to_subgraph_3,100,3,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/subgraph_1_to_subgraph_3/0100/rep_03/raw_row.json,66,0.0,1.6249686818181817,28.61854781818182,2.317151,30.093024,22,1025,7063
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_6,subgraph_1_to_subgraph_3,100,3,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/subgraph_1_to_subgraph_3/0100/rep_03/raw_row.json,66,0.0,1.9802118181818185,22.961495545454543,2.729826,25.871093,22,1009,7063
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,subgraph_1_to_subgraph_3,100,3,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/subgraph_1_to_subgraph_3/0100/rep_03/raw_row.json,66,0.0,3.37534109090909,13.583968090909092,4.228473,16.355305,22,1017,7063
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,subgraph_1_to_subgraph_3,100,4,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/greedy/subgraph_1_to_subgraph_3/0100/rep_04/raw_row.json,66,0.0,1.4681494545454543,31.10530963636364,2.139799,32.441875,22,1004,7063
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,subgraph_1_to_subgraph_3,100,4,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/subgraph_1_to_subgraph_3/0100/rep_04/raw_row.json,66,0.0,1.6014738636363637,29.03500827272727,2.303597,30.242869,22,1025,7063
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_6,subgraph_1_to_subgraph_3,100,4,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/subgraph_1_to_subgraph_3/0100/rep_04/raw_row.json,66,0.0,1.972257818181818,23.060459045454547,2.715453,26.062863,22,1009,7063
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,subgraph_1_to_subgraph_3,100,4,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/subgraph_1_to_subgraph_3/0100/rep_04/raw_row.json,66,0.0,3.5141868181818183,13.10749009090909,4.369076,16.227267,22,1017,7063
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,subgraph_1_to_subgraph_3,101,0,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/greedy/subgraph_1_to_subgraph_3/0101/rep_00/raw_row.json,264,0.227273,1.4799414886363635,31.405161488636363,2.538166,32.700773,88,4102,28328
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,subgraph_1_to_subgraph_3,101,0,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/subgraph_1_to_subgraph_3/0101/rep_00/raw_row.json,264,0.227273,1.672844068181818,28.581636465909092,2.679351,30.231202,88,4218,28349
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,subgraph_1_to_subgraph_3,101,0,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/subgraph_1_to_subgraph_3/0101/rep_00/raw_row.json,264,0.227273,3.4528613181818177,13.61012146590909,4.606501,17.149676,88,4177,28341
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,subgraph_1_to_subgraph_3,101,1,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/greedy/subgraph_1_to_subgraph_3/0101/rep_01/raw_row.json,264,0.227273,1.4668857727272728,31.678450738636364,2.527151,32.84331,88,4102,28328
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,subgraph_1_to_subgraph_3,101,1,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/subgraph_1_to_subgraph_3/0101/rep_01/raw_row.json,264,0.227273,1.6499041022727274,28.975500715909092,2.633173,30.761371,88,4218,28349
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,subgraph_1_to_subgraph_3,101,1,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/subgraph_1_to_subgraph_3/0101/rep_01/raw_row.json,264,0.227273,3.3830916704545455,13.894347863636364,4.610549,17.134618,88,4177,28341
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,subgraph_1_to_subgraph_3,101,2,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/greedy/subgraph_1_to_subgraph_3/0101/rep_02/raw_row.json,264,0.227273,1.4999219204545455,31.036071522727273,2.638051,32.511206,88,4102,28328
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,subgraph_1_to_subgraph_3,101,2,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/subgraph_1_to_subgraph_3/0101/rep_02/raw_row.json,264,0.227273,1.676165590909091,28.516134613636368,2.646267,30.609151,88,4218,28349
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,subgraph_1_to_subgraph_3,101,2,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/subgraph_1_to_subgraph_3/0101/rep_02/raw_row.json,264,0.227273,3.4304182386363635,13.717763829545454,4.558127,17.331682,88,4177,28341
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,subgraph_1_to_subgraph_3,101,3,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/greedy/subgraph_1_to_subgraph_3/0101/rep_03/raw_row.json,264,0.227273,1.4862132272727273,31.276990488636365,2.55696,32.473331,88,4102,28328
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,subgraph_1_to_subgraph_3,101,3,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/subgraph_1_to_subgraph_3/0101/rep_03/raw_row.json,264,0.227273,1.6698132613636365,28.660395488636365,2.632246,30.772205,88,4218,28349
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,subgraph_1_to_subgraph_3,101,3,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/subgraph_1_to_subgraph_3/0101/rep_03/raw_row.json,264,0.227273,3.420067818181818,13.73970865909091,4.535869,17.416728,88,4177,28341
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,subgraph_1_to_subgraph_3,101,4,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/greedy/subgraph_1_to_subgraph_3/0101/rep_04/raw_row.json,264,0.227273,1.48443625,31.321699147727273,2.563155,32.38197,88,4102,28328
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,subgraph_1_to_subgraph_3,101,4,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/subgraph_1_to_subgraph_3/0101/rep_04/raw_row.json,264,0.227273,1.6631215113636364,28.73415377272727,2.656095,30.495892,88,4218,28349
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,subgraph_1_to_subgraph_3,101,4,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/subgraph_1_to_subgraph_3/0101/rep_04/raw_row.json,264,0.227273,3.4320050227272727,13.693995113636364,4.543349,17.388053,88,4177,28341
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,subgraph_1_to_subgraph_3,110,0,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/greedy/subgraph_1_to_subgraph_3/0110/rep_00/raw_row.json,110,0.0,1.9806358181818184,31.5928765,3.041389,32.393734,22,1375,7525
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,subgraph_1_to_subgraph_3,110,0,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/subgraph_1_to_subgraph_3/0110/rep_00/raw_row.json,110,0.0,2.165439590909091,29.272884681818184,3.139751,30.257172,22,1400,7525
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_6,subgraph_1_to_subgraph_3,110,0,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/subgraph_1_to_subgraph_3/0110/rep_00/raw_row.json,110,0.0,2.622627409090909,24.285692409090903,3.855557,26.974051,22,1410,7525
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,subgraph_1_to_subgraph_3,110,0,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/subgraph_1_to_subgraph_3/0110/rep_00/raw_row.json,110,0.0,4.0818116363636365,15.552865272727274,5.280632,18.334458,22,1409,7525
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,subgraph_1_to_subgraph_3,110,1,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/greedy/subgraph_1_to_subgraph_3/0110/rep_01/raw_row.json,110,0.0,1.9495973636363635,32.07192277272728,2.883279,32.951582,22,1375,7525
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,subgraph_1_to_subgraph_3,110,1,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/subgraph_1_to_subgraph_3/0110/rep_01/raw_row.json,110,0.0,2.1531320454545453,29.44277309090909,3.114968,30.600177,22,1400,7525
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_6,subgraph_1_to_subgraph_3,110,1,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/subgraph_1_to_subgraph_3/0110/rep_01/raw_row.json,110,0.0,2.634628954545455,24.169602136363633,3.904158,26.638267,22,1410,7525
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,subgraph_1_to_subgraph_3,110,1,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/subgraph_1_to_subgraph_3/0110/rep_01/raw_row.json,110,0.0,4.001762636363636,15.864996227272728,5.129635,18.413433,22,1409,7525
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,subgraph_1_to_subgraph_3,110,2,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/greedy/subgraph_1_to_subgraph_3/0110/rep_02/raw_row.json,110,0.0,1.970389409090909,31.69794440909091,2.915358,32.586048,22,1375,7525
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,subgraph_1_to_subgraph_3,110,2,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/subgraph_1_to_subgraph_3/0110/rep_02/raw_row.json,110,0.0,2.157954772727273,29.368982454545456,3.118468,30.463673,22,1400,7525
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_6,subgraph_1_to_subgraph_3,110,2,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/subgraph_1_to_subgraph_3/0110/rep_02/raw_row.json,110,0.0,2.636111181818182,24.160764727272728,3.846054,27.040705,22,1410,7525
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,subgraph_1_to_subgraph_3,110,2,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/subgraph_1_to_subgraph_3/0110/rep_02/raw_row.json,110,0.0,4.092859090909091,15.517924045454548,5.429224,17.845393,22,1409,7525
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,subgraph_1_to_subgraph_3,110,3,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/greedy/subgraph_1_to_subgraph_3/0110/rep_03/raw_row.json,110,0.0,1.963038909090909,31.84288754545455,2.909681,32.65499,22,1375,7525
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,subgraph_1_to_subgraph_3,110,3,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/subgraph_1_to_subgraph_3/0110/rep_03/raw_row.json,110,0.0,2.156559090909091,29.385335227272723,3.119514,30.453466,22,1400,7525
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_6,subgraph_1_to_subgraph_3,110,3,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/subgraph_1_to_subgraph_3/0110/rep_03/raw_row.json,110,0.0,2.624368454545454,24.269414227272726,3.845834,27.042247,22,1410,7525
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,subgraph_1_to_subgraph_3,110,3,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/subgraph_1_to_subgraph_3/0110/rep_03/raw_row.json,110,0.0,4.037682409090909,15.721632227272726,5.409801,18.260223,22,1409,7525
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,subgraph_1_to_subgraph_3,110,4,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/greedy/subgraph_1_to_subgraph_3/0110/rep_04/raw_row.json,110,0.0,1.956968818181818,31.949769590909092,2.876292,33.028637,22,1375,7525
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,subgraph_1_to_subgraph_3,110,4,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/subgraph_1_to_subgraph_3/0110/rep_04/raw_row.json,110,0.0,2.149087727272727,29.49774259090909,3.136722,30.50172,22,1400,7525
