source_input,Explanation,Example,Counterexample,Array/List(1/-1),Tag/Adjacency(1/-1),n_outputs,unique_output_count,mean_edge_count,sample_std_edge_count,mean_pairwise_jaccard,min_pairwise_jaccard,exact_match_pair_rate,union_edge_count
data/results/algo1/deepseek-v3-chat-0324/raw/algorithm1_results_sg3_sg1.csv,-1,-1,1,1,1,5,1,18.0,0.0,1.0,1.0,1.0,18
data/results/algo1/deepseek-v3-chat-0324/raw/algorithm1_results_sg3_sg1.csv,-1,1,-1,-1,-1,5,1,8.0,0.0,1.0,1.0,1.0,8
data/results/algo1/deepseek-v3-chat-0324/raw/algorithm1_results_sg3_sg1.csv,-1,1,-1,-1,1,5,1,10.0,0.0,1.0,1.0,1.0,10
data/results/algo1/deepseek-v3-chat-0324/raw/algorithm1_results_sg3_sg1.csv,-1,1,-1,1,-1,5,1,18.0,0.0,1.0,1.0,1.0,18
data/results/algo1/deepseek-v3-chat-0324/raw/algorithm1_results_sg3_sg1.csv,-1,1,-1,1,1,5,1,16.0,0.0,1.0,1.0,1.0,16
data/results/algo1/deepseek-v3-chat-0324/raw/algorithm1_results_sg3_sg1.csv,-1,1,1,-1,-1,5,1,6.0,0.0,1.0,1.0,1.0,6
data/results/algo1/deepseek-v3-chat-0324/raw/algorithm1_results_sg3_sg1.csv,-1,1,1,-1,1,5,1,18.0,0.0,1.0,1.0,1.0,18
data/results/algo1/deepseek-v3-chat-0324/raw/algorithm1_results_sg3_sg1.csv,-1,1,1,1,-1,5,1,8.0,0.0,1.0,1.0,1.0,8
data/results/algo1/deepseek-v3-chat-0324/raw/algorithm1_results_sg3_sg1.csv,-1,1,1,1,1,5,1,14.0,0.0,1.0,1.0,1.0,14
data/results/algo1/deepseek-v3-chat-0324/raw/algorithm1_results_sg3_sg1.csv,1,-1,-1,-1,-1,5,1,15.0,0.0,1.0,1.0,1.0,15
data/results/algo1/deepseek-v3-chat-0324/raw/algorithm1_results_sg3_sg1.csv,1,-1,-1,-1,1,5,1,25.0,0.0,1.0,1.0,1.0,25
data/results/algo1/deepseek-v3-chat-0324/raw/algorithm1_results_sg3_sg1.csv,1,-1,-1,1,-1,5,1,16.0,0.0,1.0,1.0,1.0,16
data/results/algo1/deepseek-v3-chat-0324/raw/algorithm1_results_sg3_sg1.csv,1,-1,-1,1,1,5,1,20.0,0.0,1.0,1.0,1.0,20
data/results/algo1/deepseek-v3-chat-0324/raw/algorithm1_results_sg3_sg1.csv,1,-1,1,-1,-1,5,1,15.0,0.0,1.0,1.0,1.0,15
data/results/algo1/deepseek-v3-chat-0324/raw/algorithm1_results_sg3_sg1.csv,1,-1,1,-1,1,5,1,6.0,0.0,1.0,1.0,1.0,6
data/results/algo1/deepseek-v3-chat-0324/raw/algorithm1_results_sg3_sg1.csv,1,-1,1,1,-1,5,1,13.0,0.0,1.0,1.0,1.0,13
data/results/algo1/deepseek-v3-chat-0324/raw/algorithm1_results_sg3_sg1.csv,1,-1,1,1,1,5,1,17.0,0.0,1.0,1.0,1.0,17
data/results/algo1/deepseek-v3-chat-0324/raw/algorithm1_results_sg3_sg1.csv,1,1,-1,-1,-1,5,1,22.0,0.0,1.0,1.0,1.0,22
data/results/algo1/deepseek-v3-chat-0324/raw/algorithm1_results_sg3_sg1.csv,1,1,-1,-1,1,5,1,14.0,0.0,1.0,1.0,1.0,14
data/results/algo1/deepseek-v3-chat-0324/raw/algorithm1_results_sg3_sg1.csv,1,1,-1,1,-1,5,1,13.0,0.0,1.0,1.0,1.0,13
data/results/algo1/deepseek-v3-chat-0324/raw/algorithm1_results_sg3_sg1.csv,1,1,-1,1,1,5,1,12.0,0.0,1.0,1.0,1.0,12
data/results/algo1/deepseek-v3-chat-0324/raw/algorithm1_results_sg3_sg1.csv,1,1,1,-1,-1,5,1,8.0,0.0,1.0,1.0,1.0,8
data/results/algo1/deepseek-v3-chat-0324/raw/algorithm1_results_sg3_sg1.csv,1,1,1,-1,1,5,1,5.0,0.0,1.0,1.0,1.0,5
data/results/algo1/deepseek-v3-chat-0324/raw/algorithm1_results_sg3_sg1.csv,1,1,1,1,-1,5,1,7.0,0.0,1.0,1.0,1.0,7
data/results/algo1/deepseek-v3-chat-0324/raw/algorithm1_results_sg3_sg1.csv,1,1,1,1,1,5,1,30.0,0.0,1.0,1.0,1.0,30
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg1_sg2.csv,-1,-1,-1,-1,-1,5,1,11.0,0.0,1.0,1.0,1.0,11
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg1_sg2.csv,-1,-1,-1,-1,1,5,1,17.0,0.0,1.0,1.0,1.0,17
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg1_sg2.csv,-1,-1,-1,1,-1,5,1,9.0,0.0,1.0,1.0,1.0,9
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg1_sg2.csv,-1,-1,-1,1,1,5,1,15.0,0.0,1.0,1.0,1.0,15
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg1_sg2.csv,-1,-1,1,-1,-1,5,1,10.0,0.0,1.0,1.0,1.0,10
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg1_sg2.csv,-1,-1,1,-1,1,5,1,18.0,0.0,1.0,1.0,1.0,18
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg1_sg2.csv,-1,-1,1,1,-1,5,1,6.0,0.0,1.0,1.0,1.0,6
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg1_sg2.csv,-1,-1,1,1,1,5,2,15.6,0.8944271909999157,0.6799999999999999,0.2,0.6,25
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg1_sg2.csv,-1,1,-1,-1,-1,5,1,5.0,0.0,1.0,1.0,1.0,5
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg1_sg2.csv,-1,1,-1,-1,1,5,1,16.0,0.0,1.0,1.0,1.0,16
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg1_sg2.csv,-1,1,-1,1,-1,5,1,6.0,0.0,1.0,1.0,1.0,6
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg1_sg2.csv,-1,1,-1,1,1,5,1,19.0,0.0,1.0,1.0,1.0,19
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg1_sg2.csv,-1,1,1,-1,-1,5,1,3.0,0.0,1.0,1.0,1.0,3
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg1_sg2.csv,-1,1,1,-1,1,5,1,18.0,0.0,1.0,1.0,1.0,18
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg1_sg2.csv,-1,1,1,1,-1,5,1,13.0,0.0,1.0,1.0,1.0,13
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg1_sg2.csv,-1,1,1,1,1,5,1,13.0,0.0,1.0,1.0,1.0,13
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg1_sg2.csv,1,-1,-1,-1,-1,5,1,14.0,0.0,1.0,1.0,1.0,14
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg1_sg2.csv,1,-1,-1,-1,1,5,1,12.0,0.0,1.0,1.0,1.0,12
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg1_sg2.csv,1,-1,-1,1,-1,5,1,13.0,0.0,1.0,1.0,1.0,13
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg1_sg2.csv,1,-1,-1,1,1,5,1,15.0,0.0,1.0,1.0,1.0,15
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg1_sg2.csv,1,-1,1,-1,-1,5,1,7.0,0.0,1.0,1.0,1.0,7
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg1_sg2.csv,1,-1,1,-1,1,5,1,15.0,0.0,1.0,1.0,1.0,15
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg1_sg2.csv,1,-1,1,1,-1,5,1,9.0,0.0,1.0,1.0,1.0,9
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg1_sg2.csv,1,-1,1,1,1,5,1,8.0,0.0,1.0,1.0,1.0,8
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg1_sg2.csv,1,1,-1,-1,-1,5,1,9.0,0.0,1.0,1.0,1.0,9
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg1_sg2.csv,1,1,-1,-1,1,5,1,7.0,0.0,1.0,1.0,1.0,7
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg1_sg2.csv,1,1,-1,1,-1,5,1,7.0,0.0,1.0,1.0,1.0,7
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg1_sg2.csv,1,1,-1,1,1,5,1,9.0,0.0,1.0,1.0,1.0,9
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg1_sg2.csv,1,1,1,-1,-1,5,1,8.0,0.0,1.0,1.0,1.0,8
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg1_sg2.csv,1,1,1,-1,1,5,1,4.0,0.0,1.0,1.0,1.0,4
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg1_sg2.csv,1,1,1,1,-1,5,1,8.0,0.0,1.0,1.0,1.0,8
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg1_sg2.csv,1,1,1,1,1,5,1,17.0,0.0,1.0,1.0,1.0,17
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg2_sg3.csv,-1,-1,-1,-1,-1,5,1,15.0,0.0,1.0,1.0,1.0,15
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg2_sg3.csv,-1,-1,-1,-1,1,5,1,48.0,0.0,1.0,1.0,1.0,48
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg2_sg3.csv,-1,-1,-1,1,-1,5,1,14.0,0.0,1.0,1.0,1.0,14
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg2_sg3.csv,-1,-1,-1,1,1,5,1,19.0,0.0,1.0,1.0,1.0,19
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg2_sg3.csv,-1,-1,1,-1,-1,5,1,19.0,0.0,1.0,1.0,1.0,19
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg2_sg3.csv,-1,-1,1,-1,1,5,1,47.0,0.0,1.0,1.0,1.0,47
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg2_sg3.csv,-1,-1,1,1,-1,5,1,28.0,0.0,1.0,1.0,1.0,28
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg2_sg3.csv,-1,-1,1,1,1,5,1,9.0,0.0,1.0,1.0,1.0,9
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg2_sg3.csv,-1,1,-1,-1,-1,5,1,14.0,0.0,1.0,1.0,1.0,14
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg2_sg3.csv,-1,1,-1,-1,1,5,1,16.0,0.0,1.0,1.0,1.0,16
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg2_sg3.csv,-1,1,-1,1,-1,5,1,12.0,0.0,1.0,1.0,1.0,12
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg2_sg3.csv,-1,1,-1,1,1,5,1,19.0,0.0,1.0,1.0,1.0,19
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg2_sg3.csv,-1,1,1,-1,-1,5,1,3.0,0.0,1.0,1.0,1.0,3
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg2_sg3.csv,-1,1,1,-1,1,5,1,31.0,0.0,1.0,1.0,1.0,31
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg2_sg3.csv,-1,1,1,1,-1,5,1,16.0,0.0,1.0,1.0,1.0,16
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg2_sg3.csv,-1,1,1,1,1,5,1,12.0,0.0,1.0,1.0,1.0,12
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg2_sg3.csv,1,-1,-1,-1,-1,5,1,19.0,0.0,1.0,1.0,1.0,19
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg2_sg3.csv,1,-1,-1,-1,1,5,1,19.0,0.0,1.0,1.0,1.0,19
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg2_sg3.csv,1,-1,-1,1,-1,5,1,14.0,0.0,1.0,1.0,1.0,14
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg2_sg3.csv,1,-1,-1,1,1,5,1,10.0,0.0,1.0,1.0,1.0,10
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg2_sg3.csv,1,-1,1,-1,-1,5,1,23.0,0.0,1.0,1.0,1.0,23
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg2_sg3.csv,1,-1,1,-1,1,5,1,14.0,0.0,1.0,1.0,1.0,14
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg2_sg3.csv,1,-1,1,1,-1,5,1,6.0,0.0,1.0,1.0,1.0,6
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg2_sg3.csv,1,-1,1,1,1,5,1,25.0,0.0,1.0,1.0,1.0,25
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg2_sg3.csv,1,1,-1,-1,-1,5,1,19.0,0.0,1.0,1.0,1.0,19
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg2_sg3.csv,1,1,-1,-1,1,5,1,26.0,0.0,1.0,1.0,1.0,26
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg2_sg3.csv,1,1,-1,1,-1,5,1,16.0,0.0,1.0,1.0,1.0,16
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg2_sg3.csv,1,1,-1,1,1,5,1,26.0,0.0,1.0,1.0,1.0,26
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg2_sg3.csv,1,1,1,-1,-1,5,1,11.0,0.0,1.0,1.0,1.0,11
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg2_sg3.csv,1,1,1,-1,1,5,1,16.0,0.0,1.0,1.0,1.0,16
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg2_sg3.csv,1,1,1,1,-1,5,1,12.0,0.0,1.0,1.0,1.0,12
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg2_sg3.csv,1,1,1,1,1,5,1,7.0,0.0,1.0,1.0,1.0,7
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg3_sg1.csv,-1,-1,-1,-1,-1,5,1,9.0,0.0,1.0,1.0,1.0,9
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg3_sg1.csv,-1,-1,-1,-1,1,5,1,13.0,0.0,1.0,1.0,1.0,13
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg3_sg1.csv,-1,-1,-1,1,-1,5,1,3.0,0.0,1.0,1.0,1.0,3
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg3_sg1.csv,-1,-1,-1,1,1,5,1,11.0,0.0,1.0,1.0,1.0,11
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg3_sg1.csv,-1,-1,1,-1,-1,5,1,14.0,0.0,1.0,1.0,1.0,14
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg3_sg1.csv,-1,-1,1,-1,1,5,1,25.0,0.0,1.0,1.0,1.0,25
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg3_sg1.csv,-1,-1,1,1,-1,5,1,12.0,0.0,1.0,1.0,1.0,12
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg3_sg1.csv,-1,-1,1,1,1,5,1,12.0,0.0,1.0,1.0,1.0,12
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg3_sg1.csv,-1,1,-1,-1,-1,5,1,10.0,0.0,1.0,1.0,1.0,10
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg3_sg1.csv,-1,1,-1,-1,1,5,1,10.0,0.0,1.0,1.0,1.0,10
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg3_sg1.csv,-1,1,-1,1,-1,5,1,8.0,0.0,1.0,1.0,1.0,8
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg3_sg1.csv,-1,1,-1,1,1,5,1,20.0,0.0,1.0,1.0,1.0,20
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg3_sg1.csv,-1,1,1,-1,-1,5,1,1.0,0.0,1.0,1.0,1.0,1
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg3_sg1.csv,-1,1,1,-1,1,5,1,11.0,0.0,1.0,1.0,1.0,11
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg3_sg1.csv,-1,1,1,1,-1,5,1,19.0,0.0,1.0,1.0,1.0,19
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg3_sg1.csv,-1,1,1,1,1,5,1,4.0,0.0,1.0,1.0,1.0,4
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg3_sg1.csv,1,-1,-1,-1,-1,5,1,6.0,0.0,1.0,1.0,1.0,6
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg3_sg1.csv,1,-1,-1,-1,1,5,1,8.0,0.0,1.0,1.0,1.0,8
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg3_sg1.csv,1,-1,-1,1,-1,5,1,1.0,0.0,1.0,1.0,1.0,1
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg3_sg1.csv,1,-1,-1,1,1,5,1,5.0,0.0,1.0,1.0,1.0,5
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg3_sg1.csv,1,-1,1,-1,-1,5,1,8.0,0.0,1.0,1.0,1.0,8
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg3_sg1.csv,1,-1,1,-1,1,5,1,12.0,0.0,1.0,1.0,1.0,12
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg3_sg1.csv,1,-1,1,1,-1,5,1,6.0,0.0,1.0,1.0,1.0,6
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg3_sg1.csv,1,-1,1,1,1,5,2,12.2,1.7888543819998317,0.6,0.0,0.6,22
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg3_sg1.csv,1,1,-1,-1,-1,5,1,7.0,0.0,1.0,1.0,1.0,7
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg3_sg1.csv,1,1,-1,-1,1,5,1,3.0,0.0,1.0,1.0,1.0,3
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg3_sg1.csv,1,1,-1,1,-1,5,1,7.0,0.0,1.0,1.0,1.0,7
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg3_sg1.csv,1,1,-1,1,1,5,1,13.0,0.0,1.0,1.0,1.0,13
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg3_sg1.csv,1,1,1,-1,-1,5,1,9.0,0.0,1.0,1.0,1.0,9
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg3_sg1.csv,1,1,1,-1,1,5,1,1.0,0.0,1.0,1.0,1.0,1
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg3_sg1.csv,1,1,1,1,-1,5,1,10.0,0.0,1.0,1.0,1.0,10
data/results/algo1/gemini-2.0-flash-exp/raw/algorithm1_results_sg3_sg1.csv,1,1,1,1,1,5,1,19.0,0.0,1.0,1.0,1.0,19
data/results/algo1/gemini-2.5-pro/raw/algorithm1_results_sg1_sg2.csv,-1,-1,-1,-1,-1,5,1,11.0,0.0,1.0,1.0,1.0,11
data/results/algo1/gemini-2.5-pro/raw/algorithm1_results_sg1_sg2.csv,-1,-1,-1,-1,1,5,1,11.0,0.0,1.0,1.0,1.0,11
data/results/algo1/gemini-2.5-pro/raw/algorithm1_results_sg1_sg2.csv,-1,-1,-1,1,-1,5,1,8.0,0.0,1.0,1.0,1.0,8
data/results/algo1/gemini-2.5-pro/raw/algorithm1_results_sg1_sg2.csv,-1,-1,-1,1,1,5,1,10.0,0.0,1.0,1.0,1.0,10
data/results/algo1/gemini-2.5-pro/raw/algorithm1_results_sg1_sg2.csv,-1,-1,1,-1,-1,5,1,13.0,0.0,1.0,1.0,1.0,13
data/results/algo1/gemini-2.5-pro/raw/algorithm1_results_sg1_sg2.csv,-1,-1,1,-1,1,5,1,7.0,0.0,1.0,1.0,1.0,7
data/results/algo1/gemini-2.5-pro/raw/algorithm1_results_sg1_sg2.csv,-1,-1,1,1,-1,5,1,10.0,0.0,1.0,1.0,1.0,10
data/results/algo1/gemini-2.5-pro/raw/algorithm1_results_sg1_sg2.csv,-1,-1,1,1,1,5,1,10.0,0.0,1.0,1.0,1.0,10
data/results/algo1/gemini-2.5-pro/raw/algorithm1_results_sg1_sg2.csv,-1,1,-1,-1,-1,5,1,12.0,0.0,1.0,1.0,1.0,12
data/results/algo1/gemini-2.5-pro/raw/algorithm1_results_sg1_sg2.csv,-1,1,-1,-1,1,5,1,7.0,0.0,1.0,1.0,1.0,7
data/results/algo1/gemini-2.5-pro/raw/algorithm1_results_sg1_sg2.csv,-1,1,-1,1,-1,5,1,8.0,0.0,1.0,1.0,1.0,8
data/results/algo1/gemini-2.5-pro/raw/algorithm1_results_sg1_sg2.csv,-1,1,-1,1,1,5,1,7.0,0.0,1.0,1.0,1.0,7
data/results/algo1/gemini-2.5-pro/raw/algorithm1_results_sg1_sg2.csv,-1,1,1,-1,-1,5,1,8.0,0.0,1.0,1.0,1.0,8
data/results/algo1/gemini-2.5-pro/raw/algorithm1_results_sg1_sg2.csv,-1,1,1,-1,1,5,1,6.0,0.0,1.0,1.0,1.0,6
data/results/algo1/gemini-2.5-pro/raw/algorithm1_results_sg1_sg2.csv,-1,1,1,1,-1,5,1,7.0,0.0,1.0,1.0,1.0,7
data/results/algo1/gemini-2.5-pro/raw/algorithm1_results_sg1_sg2.csv,-1,1,1,1,1,5,1,6.0,0.0,1.0,1.0,1.0,6
data/results/algo1/gemini-2.5-pro/raw/algorithm1_results_sg1_sg2.csv,1,-1,-1,-1,-1,5,1,6.0,0.0,1.0,1.0,1.0,6
data/results/algo1/gemini-2.5-pro/raw/algorithm1_results_sg1_sg2.csv,1,-1,-1,-1,1,5,1,10.0,0.0,1.0,1.0,1.0,10
data/results/algo1/gemini-2.5-pro/raw/algorithm1_results_sg1_sg2.csv,1,-1,-1,1,-1,5,1,8.0,0.0,1.0,1.0,1.0,8
data/results/algo1/gemini-2.5-pro/raw/algorithm1_results_sg1_sg2.csv,1,-1,-1,1,1,5,1,12.0,0.0,1.0,1.0,1.0,12
data/results/algo1/gemini-2.5-pro/raw/algorithm1_results_sg1_sg2.csv,1,-1,1,-1,-1,5,1,9.0,0.0,1.0,1.0,1.0,9
data/results/algo1/gemini-2.5-pro/raw/algorithm1_results_sg1_sg2.csv,1,-1,1,-1,1,5,1,9.0,0.0,1.0,1.0,1.0,9
data/results/algo1/gemini-2.5-pro/raw/algorithm1_results_sg1_sg2.csv,1,-1,1,1,-1,5,1,10.0,0.0,1.0,1.0,1.0,10
data/results/algo1/gemini-2.5-pro/raw/algorithm1_results_sg1_sg2.csv,1,-1,1,1,1,5,1,11.0,0.0,1.0,1.0,1.0,11
data/results/algo1/gemini-2.5-pro/raw/algorithm1_results_sg1_sg2.csv,1,1,-1,-1,-1,5,1,4.0,0.0,1.0,1.0,1.0,4
data/results/algo1/gemini-2.5-pro/raw/algorithm1_results_sg1_sg2.csv,1,1,-1,-1,1,5,1,6.0,0.0,1.0,1.0,1.0,6
data/results/algo1/gemini-2.5-pro/raw/algorithm1_results_sg1_sg2.csv,1,1,-1,1,-1,5,1,7.0,0.0,1.0,1.0,1.0,7
data/results/algo1/gemini-2.5-pro/raw/algorithm1_results_sg1_sg2.csv,1,1,-1,1,1,5,1,7.0,0.0,1.0,1.0,1.0,7
data/results/algo1/gemini-2.5-pro/raw/algorithm1_results_sg1_sg2.csv,1,1,1,-1,-1,5,1,7.0,0.0,1.0,1.0,1.0,7
data/results/algo1/gemini-2.5-pro/raw/algorithm1_results_sg1_sg2.csv,1,1,1,-1,1,5,1,7.0,0.0,1.0,1.0,1.0,7
data/results/algo1/gemini-2.5-pro/raw/algorithm1_results_sg1_sg2.csv,1,1,1,1,-1,5,1,5.0,0.0,1.0,1.0,1.0,5
data/results/algo1/gemini-2.5-pro/raw/algorithm1_results_sg1_sg2.csv,1,1,1,1,1,5,1,8.0,0.0,1.0,1.0,1.0,8
data/results/algo1/gemini-2.5-pro/raw/algorithm1_results_sg2_sg3.csv,-1,-1,-1,-1,-1,5,1,14.0,0.0,1.0,1.0,1.0,14
data/results/algo1/gemini-2.5-pro/raw/algorithm1_results_sg2_sg3.csv,-1,-1,-1,-1,1,5,1,10.0,0.0,1.0,1.0,1.0,10
data/results/algo1/gemini-2.5-pro/raw/algorithm1_results_sg2_sg3.csv,-1,-1,-1,1,-1,5,1,10.0,0.0,1.0,1.0,1.0,10
data/results/algo1/gemini-2.5-pro/raw/algorithm1_results_sg2_sg3.csv,-1,-1,-1,1,1,5,1,17.0,0.0,1.0,1.0,1.0,17
data/results/algo1/gemini-2.5-pro/raw/algorithm1_results_sg2_sg3.csv,-1,-1,1,-1,-1,5,1,10.0,0.0,1.0,1.0,1.0,10
data/results/algo1/gemini-2.5-pro/raw/algorithm1_results_sg2_sg3.csv,-1,-1,1,-1,1,5,1,12.0,0.0,1.0,1.0,1.0,12
data/results/algo1/gemini-2.5-pro/raw/algorithm1_results_sg2_sg3.csv,-1,-1,1,1,-1,5,1,11.0,0.0,1.0,1.0,1.0,11
data/results/algo1/gemini-2.5-pro/raw/algorithm1_results_sg2_sg3.csv,-1,-1,1,1,1,5,1,11.0,0.0,1.0,1.0,1.0,11
data/results/algo1/gemini-2.5-pro/raw/algorithm1_results_sg2_sg3.csv,-1,1,-1,-1,-1,5,1,9.0,0.0,1.0,1.0,1.0,9
data/results/algo1/gemini-2.5-pro/raw/algorithm1_results_sg2_sg3.csv,-1,1,-1,-1,1,5,1,13.0,0.0,1.0,1.0,1.0,13
data/results/algo1/gemini-2.5-pro/raw/algorithm1_results_sg2_sg3.csv,-1,1,-1,1,-1,5,1,10.0,0.0,1.0,1.0,1.0,10
data/results/algo1/gemini-2.5-pro/raw/algorithm1_results_sg2_sg3.csv,-1,1,-1,1,1,5,1,12.0,0.0,1.0,1.0,1.0,12
data/results/algo1/gemini-2.5-pro/raw/algorithm1_results_sg2_sg3.csv,-1,1,1,-1,-1,5,1,7.0,0.0,1.0,1.0,1.0,7
data/results/algo1/gemini-2.5-pro/raw/algorithm1_results_sg2_sg3.csv,-1,1,1,-1,1,5,1,11.0,0.0,1.0,1.0,1.0,11
data/results/algo1/gemini-2.5-pro/raw/algorithm1_results_sg2_sg3.csv,-1,1,1,1,-1,5,1,8.0,0.0,1.0,1.0,1.0,8
data/results/algo1/gemini-2.5-pro/raw/algorithm1_results_sg2_sg3.csv,-1,1,1,1,1,5,1,10.0,0.0,1.0,1.0,1.0,10
