algorithm,model,embedding_model,decoding_algorithm,condition_label,pair_name,condition_bits,replication,status,thinking_mode_supported,raw_row_path,candidate_edge_count,verified_edge_count,accuracy,precision,recall,f1,avg_duration_seconds,avg_tokens_per_second,max_duration_seconds,max_tokens_per_second,response_trace_count,total_completion_tokens,total_prompt_tokens
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,sg1_sg2,100011,2,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/greedy/sg1_sg2/100011/rep_02/raw_row.json,18,12,0.7727272727272727,1.0,0.7727272727272727,0.8717948717948718,2.910046,33.7772585,7.102617,36.043053,4,407,5569
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,sg1_sg2,100011,2,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/sg1_sg2/100011/rep_02/raw_row.json,18,15,1.0,1.0,1.0,1.0,2.9036312,26.071911399999998,8.756725,32.22922,5,404,7349
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,sg1_sg2,100011,2,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/sg1_sg2/100011/rep_02/raw_row.json,16,12,0.7727272727272727,1.0,0.7727272727272727,0.8717948717948718,4.6263605,19.5273275,10.126676,25.279766,4,405,5568
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,sg1_sg2,100011,3,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/greedy/sg1_sg2/100011/rep_03/raw_row.json,18,12,0.7727272727272727,1.0,0.7727272727272727,0.8717948717948718,2.939517,33.60580825,7.217187,36.194047,4,407,5569
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,sg1_sg2,100011,3,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/sg1_sg2/100011/rep_03/raw_row.json,18,15,1.0,1.0,1.0,1.0,2.816553,26.286547000000002,8.281402,33.443519,5,404,7349
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,sg1_sg2,100011,3,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/sg1_sg2/100011/rep_03/raw_row.json,16,12,0.7727272727272727,1.0,0.7727272727272727,0.8717948717948718,4.545775,19.944032,10.017945,25.554143,4,405,5568
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,sg1_sg2,100011,4,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/greedy/sg1_sg2/100011/rep_04/raw_row.json,18,12,0.7727272727272727,1.0,0.7727272727272727,0.8717948717948718,2.9411055,33.374936000000005,7.121326,35.94836,4,407,5569
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,sg1_sg2,100011,4,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/sg1_sg2/100011/rep_04/raw_row.json,18,15,1.0,1.0,1.0,1.0,2.9382804,25.1348036,8.610763,30.855864,5,404,7349
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,sg1_sg2,100011,4,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/sg1_sg2/100011/rep_04/raw_row.json,16,12,0.7727272727272727,1.0,0.7727272727272727,0.8717948717948718,4.7032395,19.11728875,10.124946,25.284084,4,405,5568
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,sg1_sg2,100100,0,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/greedy/sg1_sg2/100100/rep_00/raw_row.json,17,12,0.7727272727272727,1.0,0.7727272727272727,0.8717948717948718,2.76563525,34.298961,7.399238,36.309691,4,383,3327
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,sg1_sg2,100100,0,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/sg1_sg2/100100/rep_00/raw_row.json,17,10,0.36363636363636365,1.0,0.36363636363636365,0.5333333333333333,2.6023246,29.9522344,7.661011,33.974263,5,415,4370
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,sg1_sg2,100100,0,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/sg1_sg2/100100/rep_00/raw_row.json,18,11,0.5909090909090909,1.0,0.5909090909090909,0.7428571428571429,4.52193975,18.27328775,9.868876,25.940137,4,387,3319
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,sg1_sg2,100100,1,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/greedy/sg1_sg2/100100/rep_01/raw_row.json,17,12,0.7727272727272727,1.0,0.7727272727272727,0.8717948717948718,2.77076225,34.04407475,7.364258,35.298154,4,383,3327
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,sg1_sg2,100100,1,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/sg1_sg2/100100/rep_01/raw_row.json,17,10,0.36363636363636365,1.0,0.36363636363636365,0.5333333333333333,2.6156061999999998,29.7339006,7.692462,34.046063,5,415,4370
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,sg1_sg2,100100,1,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/sg1_sg2/100100/rep_01/raw_row.json,18,11,0.5909090909090909,1.0,0.5909090909090909,0.7428571428571429,4.392079,18.93270775,9.863721,25.953695,4,387,3319
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,sg1_sg2,100100,2,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/greedy/sg1_sg2/100100/rep_02/raw_row.json,17,12,0.7727272727272727,1.0,0.7727272727272727,0.8717948717948718,2.7278824999999998,33.844685,7.138214,35.863314,4,383,3327
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,sg1_sg2,100100,2,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/sg1_sg2/100100/rep_02/raw_row.json,17,10,0.36363636363636365,1.0,0.36363636363636365,0.5333333333333333,2.61889,29.7935618,7.722774,33.967949,5,415,4370
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,sg1_sg2,100100,2,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/sg1_sg2/100100/rep_02/raw_row.json,18,11,0.5909090909090909,1.0,0.5909090909090909,0.7428571428571429,4.38796,19.04585425,9.944043,25.744055,4,387,3319
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,sg1_sg2,100100,3,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/greedy/sg1_sg2/100100/rep_03/raw_row.json,17,12,0.7727272727272727,1.0,0.7727272727272727,0.8717948717948718,2.899884,33.10631825,7.786249,33.672157,4,383,3327
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,sg1_sg2,100100,3,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/sg1_sg2/100100/rep_03/raw_row.json,17,10,0.36363636363636365,1.0,0.36363636363636365,0.5333333333333333,2.6702686,29.2236828,7.859585,32.885041,5,415,4370
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,sg1_sg2,100100,3,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/sg1_sg2/100100/rep_03/raw_row.json,18,11,0.5909090909090909,1.0,0.5909090909090909,0.7428571428571429,4.44354625,19.05269775,10.30739,24.836549,4,387,3319
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,sg1_sg2,100100,4,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/greedy/sg1_sg2/100100/rep_04/raw_row.json,17,12,0.7727272727272727,1.0,0.7727272727272727,0.8717948717948718,2.70741975,34.21610675,7.102121,36.045569,4,383,3327
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,sg1_sg2,100100,4,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/sg1_sg2/100100/rep_04/raw_row.json,17,10,0.36363636363636365,1.0,0.36363636363636365,0.5333333333333333,2.6011564,29.9696848,7.663314,34.071811,5,415,4370
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,sg1_sg2,100100,4,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/sg1_sg2/100100/rep_04/raw_row.json,18,11,0.5909090909090909,1.0,0.5909090909090909,0.7428571428571429,4.3729,19.26079875,10.059356,25.448946,4,387,3319
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,sg1_sg2,100101,0,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/greedy/sg1_sg2/100101/rep_00/raw_row.json,17,12,0.7727272727272727,1.0,0.7727272727272727,0.8717948717948718,2.67554025,34.37140375,6.98822,36.633076,4,383,3327
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,sg1_sg2,100101,0,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/sg1_sg2/100101/rep_00/raw_row.json,17,12,0.7727272727272727,1.0,0.7727272727272727,0.8717948717948718,2.90838275,29.837521499999998,7.675682,33.896888,4,371,3325
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,sg1_sg2,100101,0,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/sg1_sg2/100101/rep_00/raw_row.json,18,11,0.5909090909090909,1.0,0.5909090909090909,0.7428571428571429,4.377149,19.28432725,10.10088,25.344326,4,387,3319
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,sg1_sg2,100101,1,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/greedy/sg1_sg2/100101/rep_01/raw_row.json,17,12,0.7727272727272727,1.0,0.7727272727272727,0.8717948717948718,2.70951625,32.80680625,6.796173,37.668258,4,383,3327
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,sg1_sg2,100101,1,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/sg1_sg2/100101/rep_01/raw_row.json,17,12,0.7727272727272727,1.0,0.7727272727272727,0.8717948717948718,2.80815525,30.82980225,7.403811,34.726874,4,371,3325
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,sg1_sg2,100101,1,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/sg1_sg2/100101/rep_01/raw_row.json,18,11,0.5909090909090909,1.0,0.5909090909090909,0.7428571428571429,4.314985,19.494749249999998,9.900071,25.8584,4,387,3319
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,sg1_sg2,100101,2,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/greedy/sg1_sg2/100101/rep_02/raw_row.json,17,12,0.7727272727272727,1.0,0.7727272727272727,0.8717948717948718,2.70154875,34.25211925,7.05159,36.303867,4,383,3327
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,sg1_sg2,100101,2,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/sg1_sg2/100101/rep_02/raw_row.json,17,12,0.7727272727272727,1.0,0.7727272727272727,0.8717948717948718,2.86858125,30.406272,7.610438,34.147153,4,371,3325
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,sg1_sg2,100101,2,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/sg1_sg2/100101/rep_02/raw_row.json,18,11,0.5909090909090909,1.0,0.5909090909090909,0.7428571428571429,4.3172825,19.414606,9.845538,26.001627,4,387,3319
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,sg1_sg2,100101,3,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/greedy/sg1_sg2/100101/rep_03/raw_row.json,17,12,0.7727272727272727,1.0,0.7727272727272727,0.8717948717948718,2.74278325,33.96241525,7.185138,35.629099,4,383,3327
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,sg1_sg2,100101,3,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/sg1_sg2/100101/rep_03/raw_row.json,17,12,0.7727272727272727,1.0,0.7727272727272727,0.8717948717948718,2.94219275,29.221816250000003,7.704788,33.635783,4,371,3325
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,sg1_sg2,100101,3,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/sg1_sg2/100101/rep_03/raw_row.json,18,11,0.5909090909090909,1.0,0.5909090909090909,0.7428571428571429,4.3951145,18.869448,9.805277,26.10839,4,387,3319
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,sg1_sg2,100101,4,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/greedy/sg1_sg2/100101/rep_04/raw_row.json,17,12,0.7727272727272727,1.0,0.7727272727272727,0.8717948717948718,2.68125875,34.723821,7.057866,36.271586,4,383,3327
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,sg1_sg2,100101,4,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/sg1_sg2/100101/rep_04/raw_row.json,17,12,0.7727272727272727,1.0,0.7727272727272727,0.8717948717948718,3.01867775,29.39029425,8.097142,31.616095,4,371,3325
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,sg1_sg2,100101,4,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/sg1_sg2/100101/rep_04/raw_row.json,18,11,0.5909090909090909,1.0,0.5909090909090909,0.7428571428571429,4.30702025,19.49160525,9.854697,25.97746,4,387,3319
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,sg1_sg2,100110,0,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/greedy/sg1_sg2/100110/rep_00/raw_row.json,18,12,0.7727272727272727,1.0,0.7727272727272727,0.8717948717948718,2.8745355,30.98134025,7.440068,35.886901,4,381,8614
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,sg1_sg2,100110,0,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/sg1_sg2/100110/rep_00/raw_row.json,18,15,1.0,1.0,1.0,1.0,3.1380696,23.8694442,8.592335,34.525103,5,416,11454
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,sg1_sg2,100110,0,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/sg1_sg2/100110/rep_00/raw_row.json,17,14,0.7727272727272727,1.0,0.7727272727272727,0.8717948717948718,4.553712,17.923782250000002,10.458921,24.476713,4,382,8619
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,sg1_sg2,100110,1,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/greedy/sg1_sg2/100110/rep_01/raw_row.json,18,12,0.7727272727272727,1.0,0.7727272727272727,0.8717948717948718,2.847486,31.00534225,7.309957,35.920613,4,381,8614
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,sg1_sg2,100110,1,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/sg1_sg2/100110/rep_01/raw_row.json,18,15,1.0,1.0,1.0,1.0,3.200911,23.0529596,8.431071,34.085567,5,416,11454
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,sg1_sg2,100110,1,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/sg1_sg2/100110/rep_01/raw_row.json,17,14,0.7727272727272727,1.0,0.7727272727272727,0.8717948717948718,4.6750774999999996,17.51015625,10.797263,23.709713,4,382,8619
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,sg1_sg2,100110,2,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/sg1_sg2/100110/rep_02/raw_row.json,18,15,1.0,1.0,1.0,1.0,3.1444237999999998,23.5962622,8.330611,34.991252,5,416,11454
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,sg1_sg2,100110,2,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/sg1_sg2/100110/rep_02/raw_row.json,17,14,0.7727272727272727,1.0,0.7727272727272727,0.8717948717948718,4.565764,17.90276975,10.500687,24.379357,4,382,8619
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,sg1_sg2,100110,3,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/greedy/sg1_sg2/100110/rep_03/raw_row.json,18,12,0.7727272727272727,1.0,0.7727272727272727,0.8717948717948718,2.8400265,31.06472925,7.284618,35.842797,4,381,8614
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,sg1_sg2,100110,3,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/sg1_sg2/100110/rep_03/raw_row.json,18,15,1.0,1.0,1.0,1.0,3.1507378000000004,23.7179872,8.625087,33.735933,5,416,11454
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,sg1_sg2,100110,3,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/sg1_sg2/100110/rep_03/raw_row.json,17,14,0.7727272727272727,1.0,0.7727272727272727,0.8717948717948718,4.60447,17.6479505,10.497006,24.387907,4,382,8619
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,sg1_sg2,100110,4,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/greedy/sg1_sg2/100110/rep_04/raw_row.json,18,12,0.7727272727272727,1.0,0.7727272727272727,0.8717948717948718,2.893751,30.78015825,7.490366,35.632494,4,381,8614
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,sg1_sg2,100110,4,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/sg1_sg2/100110/rep_04/raw_row.json,18,15,1.0,1.0,1.0,1.0,3.1225712,23.842472800000003,8.492617,33.936369,5,416,11454
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,sg1_sg2,100110,4,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/sg1_sg2/100110/rep_04/raw_row.json,17,14,0.7727272727272727,1.0,0.7727272727272727,0.8717948717948718,4.62249225,17.449468500000002,10.375857,24.672661,4,382,8619
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,sg1_sg2,100111,0,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/greedy/sg1_sg2/100111/rep_00/raw_row.json,18,12,0.7727272727272727,1.0,0.7727272727272727,0.8717948717948718,2.854651,30.81256875,7.294044,35.09713,4,381,8614
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,sg1_sg2,100111,0,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/sg1_sg2/100111/rep_00/raw_row.json,18,15,1.0,1.0,1.0,1.0,3.134996,23.776494,8.535856,33.948389,5,416,11454
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,sg1_sg2,100111,0,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/sg1_sg2/100111/rep_00/raw_row.json,17,14,0.7727272727272727,1.0,0.7727272727272727,0.8717948717948718,4.55945025,17.9124775,10.470417,24.449838,4,382,8619
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,sg1_sg2,100111,1,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/greedy/sg1_sg2/100111/rep_01/raw_row.json,18,12,0.7727272727272727,1.0,0.7727272727272727,0.8717948717948718,2.901601,30.2968805,7.395906,34.613742,4,381,8614
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,sg1_sg2,100111,1,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/sg1_sg2/100111/rep_01/raw_row.json,18,15,1.0,1.0,1.0,1.0,3.1397234000000003,23.769323800000002,8.56255,34.026692,5,416,11454
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,sg1_sg2,100111,1,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/sg1_sg2/100111/rep_01/raw_row.json,17,14,0.7727272727272727,1.0,0.7727272727272727,0.8717948717948718,4.607428,17.70132225,10.561834,24.238214,4,382,8619
