source_input,Explanation,Example,Counterexample,Array/List(1/-1),Tag/Adjacency(1/-1),Convergence,metric,n,mean,sample_std,min,max,range_width,coefficient_of_variation
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,-1,1,1,1,-1,recall,5,0.2105263157894736,0.0,0.2105263157894736,0.2105263157894736,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,-1,1,1,1,1,recall,5,0.2631578947368421,0.0,0.2631578947368421,0.2631578947368421,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,-1,-1,-1,-1,recall,5,0.3684210526315789,0.0,0.3684210526315789,0.3684210526315789,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,-1,-1,-1,1,recall,5,0.2105263157894736,0.0,0.2105263157894736,0.2105263157894736,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,-1,-1,1,-1,recall,5,0.1578947368421052,0.0,0.1578947368421052,0.1578947368421052,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,-1,-1,1,1,recall,5,0.3157894736842105,0.0,0.3157894736842105,0.3157894736842105,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,-1,1,-1,-1,recall,5,0.2105263157894736,0.0,0.2105263157894736,0.2105263157894736,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,-1,1,-1,1,recall,5,0.1578947368421052,0.0,0.1578947368421052,0.1578947368421052,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,-1,1,1,-1,recall,5,0.2105263157894736,0.0,0.2105263157894736,0.2105263157894736,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,-1,1,1,1,recall,5,0.2631578947368421,0.0,0.2631578947368421,0.2631578947368421,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,1,-1,-1,-1,recall,5,0.1578947368421052,0.0,0.1578947368421052,0.1578947368421052,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,1,-1,-1,1,recall,5,0.1578947368421052,0.0,0.1578947368421052,0.1578947368421052,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,1,-1,1,-1,recall,5,0.1578947368421052,0.0,0.1578947368421052,0.1578947368421052,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,1,-1,1,1,recall,5,0.2105263157894736,0.0,0.2105263157894736,0.2105263157894736,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,1,1,-1,-1,recall,5,0.1052631578947368,0.0,0.1052631578947368,0.1052631578947368,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,1,1,-1,1,recall,5,0.1578947368421052,0.0,0.1578947368421052,0.1578947368421052,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,1,1,1,-1,recall,5,0.2105263157894736,0.0,0.2105263157894736,0.2105263157894736,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,1,1,1,1,recall,5,0.2631578947368421,0.0,0.2631578947368421,0.2631578947368421,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,-1,-1,-1,-1,-1,precision,5,0.5,0.0,0.5,0.5,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,-1,-1,-1,-1,1,precision,5,0.4166666666666667,0.0,0.4166666666666667,0.4166666666666667,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,-1,-1,-1,1,-1,precision,5,0.5,0.0,0.5,0.5,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,-1,-1,-1,1,1,precision,5,0.2727272727272727,0.0,0.2727272727272727,0.2727272727272727,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,-1,-1,1,-1,-1,precision,5,0.3636363636363636,0.0,0.3636363636363636,0.3636363636363636,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,-1,-1,1,-1,1,precision,5,0.1739130434782608,0.0,0.1739130434782608,0.1739130434782608,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,-1,-1,1,1,-1,precision,5,0.4545454545454545,0.0,0.4545454545454545,0.4545454545454545,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,-1,-1,1,1,1,precision,5,0.3636363636363636,0.0,0.3636363636363636,0.3636363636363636,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,-1,1,-1,-1,-1,precision,5,0.3636363636363636,0.0,0.3636363636363636,0.3636363636363636,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,-1,1,-1,-1,1,precision,5,0.2142857142857142,0.0,0.2142857142857142,0.2142857142857142,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,-1,1,-1,1,-1,precision,5,0.3636363636363636,0.0,0.3636363636363636,0.3636363636363636,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,-1,1,-1,1,1,precision,5,0.3529411764705882,0.0,0.3529411764705882,0.3529411764705882,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,-1,1,1,-1,-1,precision,5,0.3,0.0,0.3,0.3,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,-1,1,1,-1,1,precision,5,0.4,0.0,0.4,0.4,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,-1,1,1,1,-1,precision,5,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,-1,1,1,1,1,precision,5,0.5,0.0,0.5,0.5,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,1,-1,-1,-1,-1,precision,5,0.5,0.0,0.5,0.5,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,1,-1,-1,-1,1,precision,5,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,1,-1,-1,1,-1,precision,5,0.6,0.0,0.6,0.6,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,1,-1,-1,1,1,precision,5,0.3636363636363636,0.0,0.3636363636363636,0.3636363636363636,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,1,-1,1,-1,-1,precision,5,0.75,0.0,0.75,0.75,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,1,-1,1,-1,1,precision,5,0.5,0.0,0.5,0.5,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,1,-1,1,1,-1,precision,5,0.4,0.0,0.4,0.4,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,1,-1,1,1,1,precision,5,0.625,0.0,0.625,0.625,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,1,1,-1,-1,-1,precision,5,0.4375,0.0,0.4375,0.4375,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,1,1,-1,-1,1,precision,5,0.3636363636363636,0.0,0.3636363636363636,0.3636363636363636,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,1,1,-1,1,-1,precision,5,0.4705882352941176,0.0,0.4705882352941176,0.4705882352941176,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,1,1,-1,1,1,precision,5,0.3571428571428571,0.0,0.3571428571428571,0.3571428571428571,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,1,1,1,-1,-1,precision,5,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,1,1,1,-1,1,precision,5,0.4285714285714285,0.0,0.4285714285714285,0.4285714285714285,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,1,1,1,1,-1,precision,5,0.4545454545454545,0.0,0.4545454545454545,0.4545454545454545,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,1,1,1,1,1,precision,5,0.5454545454545454,0.0,0.5454545454545454,0.5454545454545454,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,-1,-1,-1,-1,-1,precision,5,0.25,0.0,0.25,0.25,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,-1,-1,-1,-1,1,precision,5,0.5,0.0,0.5,0.5,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,-1,-1,-1,1,-1,precision,5,0.3,0.0,0.3,0.3,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,-1,-1,-1,1,1,precision,5,0.3,0.0,0.3,0.3,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,-1,-1,1,-1,-1,precision,5,0.4166666666666667,0.0,0.4166666666666667,0.4166666666666667,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,-1,-1,1,-1,1,precision,5,0.5454545454545454,0.0,0.5454545454545454,0.5454545454545454,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,-1,-1,1,1,-1,precision,5,0.4,0.0,0.4,0.4,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,-1,-1,1,1,1,precision,5,0.3571428571428571,0.0,0.3571428571428571,0.3571428571428571,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,-1,1,-1,-1,-1,precision,5,0.3,0.0,0.3,0.3,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,-1,1,-1,-1,1,precision,5,0.4,0.0,0.4,0.4,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,-1,1,-1,1,-1,precision,5,0.25,0.0,0.25,0.25,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,-1,1,-1,1,1,precision,5,0.3125,0.0,0.3125,0.3125,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,-1,1,1,-1,-1,precision,5,0.25,0.0,0.25,0.25,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,-1,1,1,-1,1,precision,5,0.3636363636363636,0.0,0.3636363636363636,0.3636363636363636,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,-1,1,1,1,-1,precision,5,0.4,0.0,0.4,0.4,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,-1,1,1,1,1,precision,5,0.3846153846153846,0.0,0.3846153846153846,0.3846153846153846,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,-1,-1,-1,-1,precision,5,0.4375,0.0,0.4375,0.4375,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,-1,-1,-1,1,precision,5,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,-1,-1,1,-1,precision,5,0.4285714285714285,0.0,0.4285714285714285,0.4285714285714285,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,-1,-1,1,1,precision,5,0.4285714285714285,0.0,0.4285714285714285,0.4285714285714285,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,-1,1,-1,-1,precision,5,0.5714285714285714,0.0,0.5714285714285714,0.5714285714285714,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,-1,1,-1,1,precision,5,0.375,0.0,0.375,0.375,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,-1,1,1,-1,precision,5,0.4,0.0,0.4,0.4,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,-1,1,1,1,precision,5,0.3846153846153846,0.0,0.3846153846153846,0.3846153846153846,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,1,-1,-1,-1,precision,5,0.75,0.0,0.75,0.75,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,1,-1,-1,1,precision,5,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,1,-1,1,-1,precision,5,0.4285714285714285,0.0,0.4285714285714285,0.4285714285714285,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,1,-1,1,1,precision,5,0.5,0.0,0.5,0.5,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,1,1,-1,-1,precision,5,0.25,0.0,0.25,0.25,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,1,1,-1,1,precision,5,0.375,0.0,0.375,0.375,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,1,1,1,-1,precision,5,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,1,1,1,1,precision,5,0.3846153846153846,0.0,0.3846153846153846,0.3846153846153846,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,-1,-1,-1,-1,-1,-1,accuracy,5,0.9019933554817277,0.0,0.9019933554817277,0.9019933554817277,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,-1,-1,-1,-1,-1,1,accuracy,5,0.9053156146179402,0.0,0.9053156146179402,0.9053156146179402,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,-1,-1,-1,-1,1,-1,accuracy,5,0.9019933554817277,0.0,0.9019933554817277,0.9019933554817277,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,-1,-1,-1,-1,1,1,accuracy,5,0.8986710963455149,0.0,0.8986710963455149,0.8986710963455149,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,-1,-1,-1,1,-1,-1,accuracy,5,0.9003322259136212,0.0,0.9003322259136213,0.9003322259136213,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,-1,-1,-1,1,-1,1,accuracy,5,0.9019933554817277,0.0,0.9019933554817277,0.9019933554817277,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,-1,-1,-1,1,1,-1,accuracy,5,0.9003322259136212,0.0,0.9003322259136213,0.9003322259136213,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,-1,-1,-1,1,1,1,accuracy,5,0.8970099667774086,0.0,0.8970099667774086,0.8970099667774086,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,-1,-1,1,-1,-1,-1,accuracy,5,0.9003322259136212,0.0,0.9003322259136213,0.9003322259136213,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,-1,-1,1,-1,-1,1,accuracy,5,0.8870431893687709,0.0,0.8870431893687708,0.8870431893687708,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,-1,-1,1,-1,1,-1,accuracy,5,0.903654485049834,0.0,0.903654485049834,0.903654485049834,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,-1,-1,1,-1,1,1,accuracy,5,0.9019933554817277,0.0,0.9019933554817277,0.9019933554817277,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,-1,-1,1,1,-1,-1,accuracy,5,0.903654485049834,0.0,0.903654485049834,0.903654485049834,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,-1,-1,1,1,-1,1,accuracy,5,0.9019933554817277,0.0,0.9019933554817277,0.9019933554817277,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,-1,-1,1,1,1,-1,accuracy,5,0.9019933554817277,0.0,0.9019933554817277,0.9019933554817277,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,-1,-1,1,1,1,1,accuracy,5,0.9003322259136212,0.0,0.9003322259136213,0.9003322259136213,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,-1,1,-1,-1,-1,-1,accuracy,5,0.903654485049834,0.0,0.903654485049834,0.903654485049834,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,-1,1,-1,-1,-1,1,accuracy,5,0.8986710963455149,0.0,0.8986710963455149,0.8986710963455149,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,-1,1,-1,-1,1,-1,accuracy,5,0.903654485049834,0.0,0.903654485049834,0.903654485049834,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,-1,1,-1,-1,1,1,accuracy,5,0.9019933554817277,0.0,0.9019933554817277,0.9019933554817277,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,-1,1,-1,1,-1,-1,accuracy,5,0.8986710963455149,0.0,0.8986710963455149,0.8986710963455149,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,-1,1,-1,1,-1,1,accuracy,5,0.9019933554817277,0.0,0.9019933554817277,0.9019933554817277,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,-1,1,-1,1,1,-1,accuracy,5,0.9003322259136212,0.0,0.9003322259136213,0.9003322259136213,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,-1,1,-1,1,1,1,accuracy,5,0.8920265780730897,0.0,0.8920265780730897,0.8920265780730897,0.0,0.0
